season,week,game_id,team,score,adj_score,game_drives,plays,success_rate,total_epa,exp_epa,adj_epa,pass_rate,pass_over_exp,epa_turnover,penalty_epa,special_epa,fumble_lost,conversion_third,epa_third,conversion_fourth,epa_fourth
2012,1,2012_01_SEA_ARI,SEA,16,17.8,24,83,0.361,-11.2,10.4,-0.8,65.8,-3.1,-6,3.9,0.2,2-1,5-16,-0.3,0-1,-2.5
2012,1,2012_01_SF_GB,GB,22,24.8,22,73,0.466,4.2,20.8,8.9,86.6,17.1,-5.2,-1.7,1.9,NA,6-13,2.5,0-1,-0.2
2012,1,2012_01_SF_GB,SF,30,32.2,22,65,0.585,15.4,9.8,13,56.2,7.6,NA,1.6,-0.8,2-0,2-9,-2,NA,NA
2012,1,2012_01_STL_DET,DET,27,32.3,22,68,0.574,-4.2,22.2,15.4,72.7,8,-15,-7,0.7,NA,4-9,1.3,NA,NA
2012,1,2012_01_STL_DET,LA,23,20.4,22,57,0.404,-4.6,9.9,5,55.4,-4.5,NA,-6.3,0.2,2-0,4-12,0.9,NA,NA
2012,1,2012_01_WAS_NO,NO,32,22.8,25,74,0.405,-1.5,24.9,6.2,84.3,8.5,-11.3,1,2.9,3-1,2-11,-12.1,2-2,9.7
2012,1,2012_01_WAS_NO,WAS,40,23.9,25,79,0.392,12.8,12.8,12.7,41.9,-5.3,NA,3.5,-4.1,1-0,4-15,-1.6,1-1,2.4
2012,2,2012_02_ARI_NE,ARI,20,21.8,26,64,0.406,-2.9,7.8,0.2,51.6,1.8,-5.4,2.1,2.5,2-2,4-14,-6.8,NA,NA
2012,2,2012_02_ARI_NE,NE,18,24.9,26,82,0.427,-7.1,22.7,7.3,63.3,-2.2,-4.1,-0.3,-1,NA,5-15,-9,NA,NA
2012,2,2012_02_BAL_PHI,BAL,23,23.9,29,71,0.394,-3.2,17,3.1,70,11.2,-4.5,-3.8,4.8,1-1,4-14,-6.6,0-2,-4.6
2012,2,2012_02_BAL_PHI,PHI,24,30.2,29,78,0.462,-2.5,14.2,12.6,51.9,-4,-19.1,-0.4,-2.3,2-2,7-15,3.3,1-1,2.1
2012,2,2012_02_CHI_GB,CHI,10,15.7,25,63,0.317,-15.8,14.1,-2.5,61.7,-6.9,-11.5,-2.9,3.6,1-0,5-15,-2.3,1-2,3.1
2012,2,2012_02_CHI_GB,GB,23,26.4,25,66,0.485,-0.9,13.6,4.1,60.6,7.6,-9.2,0.4,10.5,1-1,4-13,-7.7,1-1,5.2
2012,2,2012_02_CLE_CIN,CIN,34,24.7,21,68,0.426,16.5,16.8,18.1,61.5,6.5,-2.6,1.3,3,NA,4-12,8.2,1-1,2.2
2012,2,2012_02_CLE_CIN,CLE,27,25.2,21,67,0.448,10.5,15.5,15.8,63.1,-3.5,-2.1,-1.3,-1.4,1-1,7-15,3.6,NA,NA
2012,2,2012_02_DAL_SEA,DAL,7,16.9,20,57,0.368,-12,19.4,3.8,73.2,6.6,-10.9,-0.3,-8.4,3-1,7-13,7.3,NA,NA
2012,2,2012_02_DAL_SEA,SEA,27,19.8,20,69,0.406,7.8,10.6,6.9,39.1,-1.6,NA,0.8,2.8,1-0,5-14,0.9,1-2,0.1
2012,2,2012_02_DEN_ATL,ATL,27,19.8,25,67,0.358,0.8,19,4.4,64.6,11.8,NA,5.3,0.5,1-0,5-13,-2.5,NA,NA
2012,2,2012_02_DEN_ATL,DEN,21,26,25,77,0.468,-4.8,19.9,5.8,61.6,-8,-14.4,-1.9,1.3,1-1,4-12,-9.3,1-1,4
2012,2,2012_02_DET_SF,DET,19,18.1,20,64,0.375,5.3,16.4,6.8,58.7,-7.5,-3.4,0.9,2.1,NA,6-15,2.7,1-1,2.8
2012,2,2012_02_DET_SF,SF,27,28.9,20,61,0.557,9.9,10.3,11,61,9.7,-4.8,2.8,-2.9,2-1,4-10,-1.4,NA,NA
2012,2,2012_02_HOU_JAX,HOU,27,30.2,24,86,0.512,15.5,16.2,14.8,44.6,-2.6,NA,1.4,0.3,NA,8-17,0.5,1-1,2.1
2012,2,2012_02_HOU_JAX,JAX,7,11,24,47,0.255,-13.8,7.9,-5.2,66.7,3.2,-4.9,-0.8,5.7,2-1,0-9,-9.7,NA,NA
2012,2,2012_02_KC_BUF,BUF,35,25.9,25,55,0.436,10.3,7.5,11.6,40.7,-6.5,NA,-1.8,-2.4,2-0,5-12,5.6,NA,NA
2012,2,2012_02_KC_BUF,KC,17,24,25,74,0.405,-6.2,14.1,10.5,69.4,-1.5,-11.8,0,-2.7,2-2,5-14,-0.7,NA,NA
2012,2,2012_02_MIN_IND,IND,23,19.8,21,69,0.42,5.7,14.9,2,58.5,-2.6,NA,0.1,6.6,1-0,7-16,4.7,NA,NA
2012,2,2012_02_MIN_IND,MIN,20,23.7,21,69,0.464,5.1,10.6,7.8,65.2,-8.1,-4.6,-4.9,3.8,1-1,7-15,-0.8,1-1,4.1
2012,2,2012_02_NO_CAR,CAR,35,27.6,23,63,0.46,19.6,10.4,17.6,38.7,-8.7,-3.2,0.9,1.7,1-1,6-12,4.4,0-1,-3.2
2012,2,2012_02_NO_CAR,NO,27,31.3,23,77,0.532,13.5,18.3,17.2,66.2,-0.9,-7.4,-2.8,2.7,1-0,7-13,3.1,0-1,-3.1
2012,2,2012_02_NYJ_PIT,NYJ,10,19.7,20,58,0.414,-1.1,16.6,5,61.4,-2.2,NA,3.6,0.1,NA,4-12,-4.5,NA,NA
2012,2,2012_02_NYJ_PIT,PIT,27,22.8,20,66,0.455,14.8,17.3,8.3,54.7,1.2,NA,2.8,6.9,1-1,8-15,9.1,NA,NA
2012,2,2012_02_OAK_MIA,LV,13,20.3,27,66,0.333,-4.4,23.2,6.3,78.5,14.4,-3.4,1,-2.2,1-0,1-12,-11.3,NA,NA
2012,2,2012_02_OAK_MIA,MIA,35,29.1,27,74,0.446,16.3,17.7,16.3,44.6,-2.4,NA,1.2,2.4,NA,9-17,9.5,1-1,-1.1
2012,2,2012_02_TB_NYG,NYG,41,32.7,28,83,0.494,11.6,22.2,18,69.2,6.8,-12.4,-5.5,3.8,1-0,5-13,-10.2,NA,NA
2012,2,2012_02_TB_NYG,TB,34,21.5,28,53,0.34,7.1,15.3,7,57.7,-3.1,-4.4,-0.6,5,1-0,2-10,-1.6,NA,NA
2012,2,2012_02_TEN_SD,LAC,38,24.6,22,81,0.457,22.2,7.4,10,50.6,2.8,NA,0,1.8,3-0,10-17,14.9,1-1,2.7
2012,2,2012_02_TEN_SD,TEN,10,12.1,22,42,0.286,-5.8,13.9,-2.4,80,15.7,-3.7,1.8,5,NA,1-9,-4.8,NA,NA
2012,2,2012_02_WAS_STL,LA,31,28,25,69,0.478,0.7,10.1,11,63.1,6.8,-17.1,-1.8,0.7,3-2,7-12,6.3,NA,NA
2012,2,2012_02_WAS_STL,WAS,28,22.9,25,64,0.391,-1.2,11.3,9.4,56.7,-9.1,-3.5,-2.4,-5.9,NA,4-13,3.3,NA,NA
2012,3,2012_03_ATL_SD,ATL,27,27.8,21,73,0.466,16.5,21.9,21.8,65.3,16.9,-4.3,-0.4,0.7,NA,8-13,7.7,NA,NA
2012,3,2012_03_ATL_SD,LAC,3,15.3,21,58,0.345,-11,12.5,0,71.4,3.5,-16.2,-0.4,1.5,2-2,5-11,-2.8,NA,NA
2012,3,2012_03_BUF_CLE,BUF,24,25.3,25,70,0.429,5.4,13.4,10.5,58.8,5.5,-4.5,0.6,-2,2-1,4-13,-2.2,NA,NA
2012,3,2012_03_BUF_CLE,CLE,14,19.2,25,67,0.388,-13.8,13.6,-3.2,79.4,11.3,-9.5,-0.8,-0.7,1-0,3-11,-1.3,NA,NA
2012,3,2012_03_CIN_WAS,CIN,38,29,27,62,0.435,14.5,14,18.1,56.7,6.1,-10.3,1,0.6,1-1,3-9,0.4,0-1,-2.7
2012,3,2012_03_CIN_WAS,WAS,31,31.4,27,77,0.532,3.6,9.5,8.4,58.7,-12.3,-5,0.5,0.6,3-1,3-12,-0.4,NA,NA
2012,3,2012_03_DET_TEN,DET,41,35,25,95,0.579,12,24.8,17.2,61.7,0.8,-9.7,0.3,-1.8,1-1,3-12,-5.2,0-1,-3.3
2012,3,2012_03_DET_TEN,TEN,44,23.8,25,69,0.391,11.3,15.7,12.3,71.4,12.5,-9,7.7,1.2,2-2,5-12,5.6,NA,NA
2012,3,2012_03_GB_SEA,GB,12,25.7,19,77,0.494,6,15.9,13.8,73,17.9,NA,4,2,1-0,7-15,4.1,NA,NA
2012,3,2012_03_GB_SEA,SEA,14,16,19,61,0.361,5.4,13,4.1,50,-11.9,NA,0.7,6.5,1-0,2-11,-7.7,2-3,4.3
2012,3,2012_03_HOU_DEN,DEN,25,21.3,28,81,0.346,5.4,26,5,73.8,0.7,0,8.7,6,1-1,6-17,-3.7,NA,NA
2012,3,2012_03_HOU_DEN,HOU,31,27.1,28,71,0.394,15.2,16.1,16.8,48.5,-2.7,-7.6,1.9,1.8,1-1,7-14,3.5,NA,NA
2012,3,2012_03_JAX_IND,IND,17,20.6,24,81,0.346,-2.6,27.4,11.8,66.7,-2.3,-5.6,0.4,-4.5,NA,10-19,5.1,NA,NA
2012,3,2012_03_JAX_IND,JAX,22,23.5,24,60,0.433,6.3,6.6,5.7,44.1,-11.6,NA,-0.2,2.4,2-0,4-13,-6.1,NA,NA
2012,3,2012_03_KC_NO,KC,27,26.2,29,97,0.423,-1.4,15.2,5.7,50.5,-11.7,-10.6,0.3,1.8,2-2,7-18,-1.5,2-2,4.8
2012,3,2012_03_KC_NO,NO,24,23.9,29,60,0.367,-7.6,17.2,8.2,69.5,7.7,-5,-0.9,-1.5,NA,5-13,4.5,NA,NA
2012,3,2012_03_NE_BAL,BAL,31,28.6,21,74,0.514,20,22.1,15.7,66.2,-0.6,-6.4,3.5,1.4,NA,4-8,5,0-1,-3.3
2012,3,2012_03_NE_BAL,NE,30,27,21,83,0.482,20.1,20.3,16,59.8,2,NA,5.3,3.2,2-0,7-15,5.1,NA,NA
2012,3,2012_03_NYG_CAR,CAR,7,24.6,20,59,0.492,-10.6,15.8,7.8,67.2,2,-16.7,2.8,-6.2,1-1,4-9,-2.7,0-1,-4.8
2012,3,2012_03_NYG_CAR,NYG,36,28.1,20,69,0.507,25.2,16.9,17.4,59.4,12.8,NA,1.2,8.3,2-1,7-14,5.2,NA,NA
2012,3,2012_03_NYJ_MIA,MIA,20,24,26,86,0.419,-6.8,18,5.5,49.4,-5.2,-11.3,5.2,-5.2,1-1,10-19,7.3,NA,NA
2012,3,2012_03_NYJ_MIA,NYJ,23,23.1,26,85,0.388,-1.4,26.3,8.2,62.7,5.5,-8.9,2.7,6,1-0,6-17,-4.8,1-1,2.4
2012,3,2012_03_PHI_ARI,ARI,27,19.9,22,62,0.387,4.1,11.1,6.1,50,-0.2,NA,0.2,6.6,1-1,6-14,4.1,NA,NA
2012,3,2012_03_PHI_ARI,PHI,6,17.2,22,65,0.354,-20,11.9,2.9,71.9,-4.2,-15.2,-5,0.8,2-2,5-14,-9.4,0-1,-2.5
2012,3,2012_03_PIT_OAK,LV,34,24.6,20,60,0.483,16.3,18.5,9.7,64.9,3.8,-5.5,2.6,7.1,NA,7-12,3.3,NA,NA
2012,3,2012_03_PIT_OAK,PIT,31,27.9,20,74,0.514,16.2,20.9,15.6,71.8,14.2,-6.9,-1.5,1.4,4-2,8-13,12.4,2-2,5.1
2012,3,2012_03_SF_MIN,MIN,24,22.4,21,76,0.447,7.1,14.4,6.3,53.9,4.4,-6.3,3.5,-0.1,3-2,7-13,-0.5,1-1,2.4
2012,3,2012_03_SF_MIN,SF,13,22.6,21,59,0.458,-1.1,14.2,4.7,72.4,2.5,-10.6,-0.2,4.3,2-2,4-10,-1.1,NA,NA
2012,3,2012_03_STL_CHI,CHI,23,18.5,22,71,0.38,-1.4,14.6,2.7,54.5,1.5,-6,0.4,6.3,NA,4-13,-3.3,1-1,1.7
2012,3,2012_03_STL_CHI,LA,6,14.7,22,60,0.333,-18.9,17.4,-2,73.7,6.8,-8.5,2.6,1.9,NA,3-13,-7.3,0-1,-2.9
2012,3,2012_03_TB_DAL,DAL,16,15.6,24,71,0.31,-10.3,12.2,0.9,69.2,2.5,-12.6,-5.5,8.3,3-3,5-15,-6.4,0-1,-0.3
2012,3,2012_03_TB_DAL,TB,10,13.3,24,65,0.323,-18.8,8.1,-9.8,56.7,-9.3,-3.1,0.4,-2.8,2-0,3-15,-15.2,2-2,5.8
2012,4,2012_04_CAR_ATL,ATL,30,26.5,25,70,0.429,6.9,15,14.8,71.4,7.3,-3.9,1.3,1.4,NA,5-13,-3.9,NA,NA
2012,4,2012_04_CAR_ATL,CAR,28,25.1,25,67,0.433,8,7.1,9.3,51.6,-8.4,-4.5,-2,-0.9,3-1,4-11,3.6,NA,NA
2012,4,2012_04_CHI_DAL,CHI,34,22.8,21,56,0.429,11.3,12.4,11,52.8,4.8,-4.6,-1.2,3,1-1,7-12,11.8,NA,NA
2012,4,2012_04_CHI_DAL,DAL,18,23.9,21,70,0.514,-11.3,25.5,-0.8,79.7,5.2,-27.6,-0.6,0.5,2-0,3-9,-11.4,1-1,3.4
2012,4,2012_04_CIN_JAX,CIN,27,22.3,22,65,0.431,14.2,9.6,6.7,54,8.1,-6.7,5.3,7.3,3-2,2-10,-4.3,1-1,5.1
2012,4,2012_04_CIN_JAX,JAX,10,22.6,22,60,0.467,-9.4,12.4,0.8,73.3,9.8,-5.2,2.7,-0.4,NA,2-11,-4.2,0-1,-2
2012,4,2012_04_CLE_BAL,BAL,23,23.9,26,87,0.379,-1.9,22.4,12.7,64.6,10.9,-5.1,-2.1,-1.5,1-1,5-15,0.8,0-1,0
2012,4,2012_04_CLE_BAL,CLE,16,20.2,26,70,0.357,-6.3,22.6,3.9,74.3,7,-8.5,-0.9,5.1,NA,3-15,-14.4,0-1,0.4
2012,4,2012_04_MIA_ARI,ARI,24,20.5,31,74,0.27,-7,26.8,9.6,79.2,5.5,-10.6,-0.1,8.2,1-0,4-16,-7.7,2-2,6.9
2012,4,2012_04_MIA_ARI,MIA,21,29.8,31,77,0.442,-7.1,18.4,10.6,61.3,5,-18.5,1,-2.7,4-2,6-16,-0.3,1-1,2.9
2012,4,2012_04_MIN_DET,DET,13,20.7,22,78,0.385,-10,22.8,9.5,77.9,3.1,-4.2,6.1,-7,1-1,6-16,1.8,1-3,-2.8
2012,4,2012_04_MIN_DET,MIN,20,18.8,22,61,0.393,0.9,11.8,1.4,53.4,2.1,NA,5.7,2.3,NA,3-12,-6.1,NA,NA
2012,4,2012_04_NE_BUF,BUF,28,24.8,32,71,0.38,-7.3,19.3,2.2,63.8,0,-22.2,-1.5,2,3-2,8-15,4.4,NA,NA
2012,4,2012_04_NE_BUF,NE,52,41.5,32,77,0.597,21.8,15.9,20.7,49.4,3,-7.2,2.1,-4.1,3-2,4-11,4.2,NA,NA
2012,4,2012_04_NO_GB,GB,28,30.3,19,70,0.571,18.9,18.6,15.7,67.6,16.5,-9.2,3,2.7,1-1,4-7,4.7,1-1,1.9
