gid,season,week,gameday,game_type,team,opp,pts,pts_allowed,is_home,plays,pr_all,proe,proe_fastr,expl_off,expl20_off,expl_off_n,epa_off,succ_off,spp_neut,spp_neut_n,spp_neut_run,spp_neut_run_n,plays_neut,pr_neut,nh_neut,proe_neut,pr_wp,def_plays,expl_def,expl20_def,epa_def,succ_def,pts_off,drives,ppd
2013_14_HOU_JAX,2013,14,2013-12-05,REG,JAX,HOU,27.0,20.0,1,56,0.5,-4.894952553039535,,0.10714285714285714,0.05357142857142857,6,0.059529755175050485,0.3392857142857143,29.90909090909091,22,35.5,14,29.0,0.4482758620689655,0.2413793103448276,-7.187910704405673,0.48484848484848486,80,0.075,0.0625,-0.009585399890013733,0.4125,27.0,13,2.076923076923077
2013_14_ATL_GB,2013,14,2013-12-08,REG,ATL,GB,21.0,22.0,0,59,0.6101694915254238,0.28727421894462396,,0.06779661016949153,0.05084745762711865,4,-0.04422737901251386,0.423728813559322,32.583333333333336,24,35.857142857142854,14,30.0,0.5333333333333333,0.03333333333333333,-3.01515317009541,0.5483870967741935,70,0.05714285714285714,0.02857142857142857,-0.07128090190803289,0.4142857142857143,14.0,10,1.4
2013_14_ATL_GB,2013,14,2013-12-08,REG,GB,ATL,22.0,21.0,1,70,0.5428571428571428,-6.402530408466543,,0.05714285714285714,0.02857142857142857,4,-0.07128090190803289,0.4142857142857143,32.567567567567565,37,33.833333333333336,18,42.0,0.5476190476190477,0.5238095238095238,-4.381022728104266,0.5740740740740741,59,0.06779661016949153,0.05084745762711865,-0.04422737901251386,0.423728813559322,22.0,12,1.8333333333333333
2013_14_BUF_TB,2013,14,2013-12-08,REG,BUF,TB,6.0,27.0,0,61,0.6557377049180327,4.264536519544471,,0.04918032786885246,0.03278688524590164,3,-0.564730506537168,0.26229508196721313,29.3,10,37.8,5,12.0,0.5833333333333334,0.0,3.217210580352674,0.5833333333333334,62,0.08064516129032258,0.04838709677419355,-0.3360975942978378,0.1774193548387097,6.0,15,0.4
2013_14_BUF_TB,2013,14,2013-12-08,REG,TB,BUF,27.0,6.0,1,62,0.41935483870967744,-11.560753845157203,,0.08064516129032258,0.04838709677419355,5,-0.3360975942978378,0.1774193548387097,30.9,10,37.8,5,14.0,0.5,0.0,-7.804656477406496,0.5,61,0.04918032786885246,0.03278688524590164,-0.564730506537168,0.26229508196721313,27.0,15,1.8
2013_14_CAR_NO,2013,14,2013-12-08,REG,CAR,NO,13.0,31.0,0,62,0.6290322580645161,-6.16318913557628,,0.04838709677419355,0.0,3,-0.037589001999905516,0.3387096774193548,35.92307692307692,26,39.642857142857146,14,30.0,0.5333333333333333,0.0,-7.029794798669861,0.5333333333333333,59,0.1016949152542373,0.1016949152542373,0.24461325140620974,0.4576271186440678,13.0,10,1.3
2013_14_CAR_NO,2013,14,2013-12-08,REG,NO,CAR,31.0,13.0,1,59,0.7457627118644068,23.521483011798065,,0.1016949152542373,0.1016949152542373,6,0.24461325140620974,0.4576271186440678,30.35,20,37.0,8,24.0,0.6666666666666666,0.0,10.071379421126396,0.6666666666666666,62,0.04838709677419355,0.0,-0.037589001999905516,0.3387096774193548,31.0,10,3.1
2013_14_CLE_NE,2013,14,2013-12-08,REG,CLE,NE,26.0,27.0,0,69,0.6231884057971014,9.613657725742264,,0.08695652173913043,0.08695652173913043,6,0.2360492681113976,0.43478260869565216,32.38709677419355,31,39.857142857142854,14,38.0,0.5789473684210527,0.02631578947368421,1.7695028710130323,0.5909090909090909,76,0.11842105263157894,0.07894736842105263,0.1418454887500244,0.5,26.0,12,2.1666666666666665
2013_14_CLE_NE,2013,14,2013-12-08,REG,NE,CLE,27.0,26.0,1,76,0.7236842105263158,5.560278428937817,,0.11842105263157894,0.07894736842105263,9,0.1418454887500244,0.5,25.695652173913043,23,33.25,8,29.0,0.6896551724137931,0.0,10.10127105360855,0.7222222222222222,69,0.08695652173913043,0.08695652173913043,0.2360492681113976,0.43478260869565216,27.0,13,2.076923076923077
2013_14_DET_PHI,2013,14,2013-12-08,REG,DET,PHI,20.0,34.0,0,58,0.4482758620689655,-13.3208771728849,,0.05172413793103448,0.05172413793103448,3,-0.3481763876195524,0.3103448275862069,33.89473684210526,38,38.4,25,47.0,0.3829787234042553,0.02127659574468085,-16.295590718250278,0.3783783783783784,71,0.16901408450704225,0.11267605633802817,0.07614494592678114,0.4084507042253521,8.0,13,0.6153846153846154
2013_14_DET_PHI,2013,14,2013-12-08,REG,PHI,DET,34.0,20.0,1,71,0.352112676056338,-17.381167340909478,,0.16901408450704225,0.11267605633802817,12,0.07614494592678114,0.4084507042253521,27.76,25,32.0,19,34.0,0.3235294117647059,0.6176470588235294,-28.161775316437353,0.40540540540540543,58,0.05172413793103448,0.05172413793103448,-0.3481763876195524,0.3103448275862069,34.0,14,2.4285714285714284
2013_14_IND_CIN,2013,14,2013-12-08,REG,IND,CIN,28.0,42.0,0,58,0.7931034482758621,9.770657974634352,,0.06896551724137931,0.06896551724137931,4,0.16825289780527491,0.43103448275862066,26.88888888888889,18,35.0,8,24.0,0.6666666666666666,0.0,8.170244461919545,0.6666666666666666,67,0.14925373134328357,0.08955223880597014,0.3770319793481797,0.4925373134328358,28.0,12,2.3333333333333335
2013_14_IND_CIN,2013,14,2013-12-08,REG,CIN,IND,42.0,28.0,1,67,0.5223880597014925,5.592940332423921,,0.14925373134328357,0.08955223880597014,10,0.3770319793481797,0.4925373134328358,32.5625,32,41.266666666666666,15,38.0,0.5526315789473685,0.0,6.441263728670112,0.5833333333333334,58,0.06896551724137931,0.06896551724137931,0.16825289780527491,0.43103448275862066,42.0,13,3.230769230769231
2013_14_KC_WAS,2013,14,2013-12-08,REG,KC,WAS,45.0,10.0,0,58,0.39655172413793105,-5.7104010639903695,,0.13793103448275862,0.06896551724137931,8,0.1271565318124891,0.43103448275862066,36.4,10,40.666666666666664,6,12.0,0.4166666666666667,0.0,-3.448589796150909,0.4166666666666667,64,0.078125,0.046875,-0.400106241765751,0.265625,32.0,12,2.6666666666666665
2013_14_KC_WAS,2013,14,2013-12-08,REG,WAS,KC,10.0,45.0,1,64,0.734375,2.9678045439838847,,0.078125,0.046875,5,-0.400106241765751,0.265625,25.8,5,39.5,2,6.0,0.5,0.0,-13.008878901160893,0.4166666666666667,58,0.13793103448275862,0.06896551724137931,0.1271565318124891,0.43103448275862066,10.0,14,0.7142857142857143
2013_14_LV_NYJ,2013,14,2013-12-08,REG,LV,NYJ,27.0,37.0,0,65,0.6,-7.545096935608913,,0.09230769230769231,0.07692307692307693,6,0.12232122932074205,0.35384615384615387,38.625,8,40.333333333333336,6,11.0,0.45454545454545453,0.09090909090909091,-15.896909582194494,0.4,58,0.13793103448275862,0.08620689655172414,0.15306824074911,0.46551724137931033,27.0,11,2.4545454545454546
2013_14_LV_NYJ,2013,14,2013-12-08,REG,NYJ,LV,37.0,27.0,1,58,0.4482758620689655,-7.300325253673275,,0.13793103448275862,0.08620689655172414,8,0.15306824074911,0.46551724137931033,33.523809523809526,21,38.72727272727273,11,27.0,0.5925925925925926,0.0,2.864339687381275,0.6086956521739131,65,0.09230769230769231,0.07692307692307693,0.12232122932074205,0.35384615384615387,30.0,10,3.0
2013_14_MIA_PIT,2013,14,2013-12-08,REG,MIA,PIT,34.0,28.0,0,44,0.6136363636363636,4.051769083394264,,0.09090909090909091,0.06818181818181818,4,0.06139733130887545,0.4318181818181818,30.75,32,38.333333333333336,15,41.0,0.5853658536585366,0.024390243902439025,3.0607488147259527,0.6136363636363636,45,0.08888888888888889,0.08888888888888889,0.19628681663942374,0.5555555555555556,24.0,9,2.6666666666666665
2013_14_MIA_PIT,2013,14,2013-12-08,REG,PIT,MIA,28.0,34.0,1,45,0.6,1.7239022288327663,,0.08888888888888889,0.08888888888888889,4,0.19628681663942374,0.5555555555555556,34.5,30,37.75,16,38.0,0.5263157894736842,0.23684210526315788,-5.23532536108934,0.5714285714285714,44,0.09090909090909091,0.06818181818181818,0.06139733130887545,0.4318181818181818,21.0,8,2.625
2013_14_MIN_BAL,2013,14,2013-12-08,REG,MIN,BAL,26.0,29.0,0,64,0.609375,-1.6348190421239357,,0.109375,0.09375,7,-0.017212448895862723,0.28125,29.529411764705884,34,36.8125,16,48.0,0.5833333333333334,0.020833333333333332,-1.8963886076043384,0.58,79,0.05063291139240506,0.02531645569620253,-0.19446536961626176,0.4050632911392405,26.0,15,1.7333333333333334
2013_14_MIN_BAL,2013,14,2013-12-08,REG,BAL,MIN,29.0,26.0,1,79,0.6582278481012658,5.819258510607006,,0.05063291139240506,0.02531645569620253,4,-0.19446536961626176,0.4050632911392405,30.8,30,35.23529411764706,17,43.0,0.6046511627906976,0.5348837209302325,4.30937350125405,0.6666666666666666,64,0.109375,0.09375,-0.017212448895862723,0.28125,23.0,15,1.5333333333333334
2013_14_NYG_SD,2013,14,2013-12-08,REG,NYG,LAC,14.0,37.0,0,54,0.6296296296296297,-2.3894605537221105,,0.1111111111111111,0.05555555555555555,6,-0.1812477431881345,0.48148148148148145,35.888888888888886,9,35.25,4,13.0,0.6153846153846154,0.0,10.372773638182652,0.6153846153846154,70,0.11428571428571428,0.04285714285714286,0.22420731508714004,0.42857142857142855,14.0,10,1.4
2013_14_NYG_SD,2013,14,2013-12-08,REG,LAC,NYG,37.0,14.0,1,70,0.42857142857142855,-6.90770028630643,,0.11428571428571428,0.04285714285714286,8,0.22420731508714004,0.42857142857142855,31.35,20,38.3,10,23.0,0.5652173913043478,0.0,-3.3810111968508165,0.5789473684210527,54,0.1111111111111111,0.05555555555555555,-0.1812477431881345,0.48148148148148145,37.0,10,3.7
2013_14_SEA_SF,2013,14,2013-12-08,REG,SEA,SF,17.0,19.0,0,50,0.54,-5.025255542023835,,0.08,0.06,4,0.04850750817707777,0.36,34.03225806451613,31,38.76470588235294,17,40.0,0.525,0.0,-4.900539393388502,0.525,63,0.06349206349206349,0.047619047619047616,-0.08022489679498354,0.3968253968253968,17.0,10,1.7
2013_14_SEA_SF,2013,14,2013-12-08,REG,SF,SEA,19.0,17.0,1,63,0.49206349206349204,-8.120889313265327,,0.06349206349206349,0.047619047619047616,4,-0.08022489679498354,0.3968253968253968,31.818181818181817,33,40.0,17,41.0,0.5121951219512195,0.0,-3.233695136556443,0.5531914893617021,50,0.08,0.06,0.04850750817707777,0.36,19.0,11,1.7272727272727273
2013_14_STL_ARI,2013,14,2013-12-08,REG,LA,ARI,10.0,30.0,0,50,0.62,-4.178862501780858,,0.06,0.06,3,-0.3287296671743324,0.32,39.5625,16,42.5,8,20.0,0.5,0.0,-3.7707474313673286,0.5,64,0.078125,0.046875,0.12934017791383262,0.453125,10.0,12,0.8333333333333334
2013_14_STL_ARI,2013,14,2013-12-08,REG,ARI,LA,30.0,10.0,1,64,0.515625,1.3486213383310766,,0.078125,0.046875,5,0.12934017791383262,0.453125,36.95238095238095,21,38.54545454545455,11,25.0,0.52,0.0,-3.1002072031786194,0.5666666666666667,50,0.06,0.06,-0.3287296671743324,0.32,21.0,11,1.9090909090909092
2013_14_TEN_DEN,2013,14,2013-12-08,REG,TEN,DEN,28.0,51.0,0,48,0.5416666666666666,-10.683708272125862,,0.125,0.08333333333333333,6,-0.05088432835273455,0.3541666666666667,30.764705882352942,17,36.0,9,23.0,0.4782608695652174,0.0,-6.0192620696151105,0.5384615384615384,87,0.10344827586206896,0.06896551724137931,0.3531666744719957,0.4942528735632184,28.0,11,2.5454545454545454
2013_14_TEN_DEN,2013,14,2013-12-08,REG,DEN,TEN,51.0,28.0,1,87,0.6666666666666666,20.316859917511753,,0.10344827586206896,0.06896551724137931,9,0.3531666744719957,0.4942528735632184,27.361702127659573,47,33.64705882352941,17,54.0,0.6481481481481481,0.6481481481481481,19.177593984941698,0.7735849056603774,48,0.125,0.08333333333333333,-0.05088432835273455,0.3541666666666667,51.0,13,3.923076923076923
2013_14_DAL_CHI,2013,14,2013-12-09,REG,DAL,CHI,28.0,45.0,0,54,0.5,-19.019954611212857,,0.16666666666666666,0.037037037037037035,9,0.24243137038821114,0.5370370370370371,31.555555555555557,18,36.76923076923077,13,23.0,0.43478260869565216,0.0,-8.999335254536962,0.5185185185185185,69,0.15942028985507245,0.07246376811594203,0.4955403850219826,0.5217391304347826,28.0,9,3.111111111111111
2013_14_DAL_CHI,2013,14,2013-12-09,REG,CHI,DAL,45.0,28.0,1,69,0.5507246376811594,5.031598843674095,,0.15942028985507245,0.07246376811594203,11,0.4955403850219826,0.5217391304347826,38.25,24,43.45454545454545,11,27.0,0.5555555555555556,0.0,0.8403418907375505,0.6571428571428571,54,0.16666666666666666,0.037037037037037035,0.24243137038821114,0.5370370370370371,45.0,9,5.0
2013_15_SD_DEN,2013,15,2013-12-12,REG,LAC,DEN,27.0,20.0,0,64,0.34375,-13.85850435583666,,0.109375,0.046875,7,0.16377163179495227,0.40625,34.3448275862069,29,40.5,18,38.0,0.39473684210526316,0.2631578947368421,-13.395246995401019,0.4473684210526316,53,0.07547169811320754,0.07547169811320754,0.10708021107385761,0.4716981132075472,27.0,10,2.7
2013_15_SD_DEN,2013,15,2013-12-12,REG,DEN,LAC,20.0,27.0,1,53,0.7924528301886793,10.79819977102211,,0.07547169811320754,0.07547169811320754,4,0.10708021107385761,0.4716981132075472,27.529411764705884,17,32.125,8,21.0,0.6190476190476191,0.5714285714285714,4.638878329950385,0.6666666666666666,64,0.109375,0.046875,0.16377163179495227,0.40625,20.0,9,2.2222222222222223
2013_15_ARI_TEN,2013,15,2013-12-15,REG,ARI,TEN,37.0,34.0,0,67,0.47761194029850745,-4.525851256496141,,0.11940298507462686,0.05970149253731343,8,0.11752337435789327,0.4626865671641791,34.225806451612904,31,39.94117647058823,17,37.0,0.4864864864864865,0.0,-6.499423037763297,0.5319148936170213,77,0.11688311688311688,0.09090909090909091,0.12384438485503564,0.4935064935064935,30.0,12,2.5
2013_15_ARI_TEN,2013,15,2013-12-15,REG,TEN,ARI,34.0,37.0,1,77,0.7532467532467533,7.5307758979902175,,0.11688311688311688,0.09090909090909091,9,0.12384438485503564,0.4935064935064935,32.08571428571429,35,37.285714285714285,14,42.0,0.6428571428571429,0.023809523809523808,4.893725525338738,0.6666666666666666,67,0.11940298507462686,0.05970149253731343,0.11752337435789327,0.4626865671641791,34.0,12,2.8333333333333335
2013_15_BUF_JAX,2013,15,2013-12-15,REG,BUF,JAX,27.0,20.0,0,70,0.4,-12.994458641353997,,0.15714285714285714,0.05714285714285714,11,-0.021762825368446526,0.38571428571428573,29.43243243243243,37,29.625,24,46.0,0.43478260869565216,0.5,-13.48712525566641,0.4418604651162791,72,0.09722222222222222,0.06944444444444445,-0.21696039885192514,0.375,27.0,14,1.9285714285714286
2013_15_BUF_JAX,2013,15,2013-12-15,REG,JAX,BUF,20.0,27.0,1,72,0.5694444444444444,-8.556483184015363,,0.09722222222222222,0.06944444444444445,7,-0.21696039885192514,0.375,22.523809523809526,21,23.75,12,31.0,0.5161290322580645,0.2903225806451613,-6.810081019307611,0.5531914893617021,70,0.15714285714285714,0.05714285714285714,-0.021762825368446526,0.38571428571428573,20.0,12,1.6666666666666667
2013_15_CHI_CLE,2013,15,2013-12-15,REG,CHI,CLE,38.0,31.0,0,62,0.532258064516129,-5.189182878181192,,0.1774193548387097,0.0967741935483871,11,0.022852167943807084,0.46774193548387094,36.0,32,40.588235294117645,17,41.0,0.5609756097560976,0.0,-6.226561415554978,0.5777777777777777,56,0.125,0.03571428571428571,-0.010553381848777013,0.4642857142857143,31.0,12,2.5833333333333335
2013_15_CHI_CLE,2013,15,2013-12-15,REG,CLE,CHI,31.0,38.0,1,56,0.6964285714285714,7.721628671950461,,0.125,0.03571428571428571,7,-0.010553381848777013,0.4642857142857143,36.285714285714285,28,38.642857142857146,14,35.0,0.5714285714285714,0.02857142857142857,3.851189837380017,0.6052631578947368,62,0.1774193548387097,0.0967741935483871,0.022852167943807084,0.46774193548387094,17.0,11,1.5454545454545454
2013_15_CIN_PIT,2013,15,2013-12-15,REG,CIN,PIT,20.0,30.0,0,68,0.6764705882352942,7.7671772058293,,0.0,0.0,0,-0.12673621693512244,0.39705882352941174,22.857142857142858,7,38.666666666666664,3,10.0,0.5,0.0,8.507703623097276,0.5,62,0.06451612903225806,0.03225806451612903,0.049420039964743194,0.3709677419354839,20.0,11,1.8181818181818181
2013_15_CIN_PIT,2013,15,2013-12-15,REG,PIT,CIN,30.0,20.0,1,62,0.41935483870967744,-5.136436333435378,,0.06451612903225806,0.03225806451612903,4,0.049420039964743194,0.3709677419354839,33.53846153846154,13,36.857142857142854,7,16.0,0.4375,0.5,-3.840766652445836,0.3333333333333333,68,0.0,0.0,-0.12673621693512244,0.39705882352941174,23.0,10,2.3
2013_15_GB_DAL,2013,15,2013-12-15,REG,GB,DAL,37.0,36.0,0,66,0.6363636363636364,-1.1843390504217,,0.15151515151515152,0.09090909090909091,10,0.1949050961698671,0.4696969696969697,42.0,6,44.0,3,8.0,0.625,0.0,3.723189688128694,0.6666666666666666,69,0.14492753623188406,0.10144927536231885,0.13091181522829456,0.5217391304347826,37.0,13,2.8461538461538463
2013_15_GB_DAL,2013,15,2013-12-15,REG,DAL,GB,36.0,37.0,1,69,0.7391304347826086,25.154531969098908,,0.14492753623188406,0.10144927536231885,10,0.13091181522829456,0.5217391304347826,35.5,14,37.285714285714285,7,17.0,0.5882352941176471,0.0,11.920160994319641,0.5882352941176471,66,0.15151515151515152,0.09090909090909091,0.1949050961698671,0.4696969696969697,36.0,12,3.0
2013_15_HOU_IND,2013,15,2013-12-15,REG,HOU,IND,3.0,25.0,0,63,0.6031746031746031,-7.20286620517178,,0.047619047619047616,0.031746031746031744,3,-0.3805276192323364,0.3333333333333333,30.75,12,37.5,8,16.0,0.5,0.0,-1.8861819000792548,0.5,68,0.07352941176470588,0.04411764705882353,-0.13206064392504907,0.38235294117647056,3.0,14,0.21428571428571427
2013_15_HOU_IND,2013,15,2013-12-15,REG,IND,HOU,25.0,3.0,1,68,0.4852941176470588,0.9534981354708483,,0.07352941176470588,0.04411764705882353,5,-0.13206064392504907,0.38235294117647056,30.636363636363637,22,38.875,8,31.0,0.5806451612903226,0.16129032258064516,9.273410548395804,0.5555555555555556,63,0.047619047619047616,0.031746031746031744,-0.3805276192323364,0.3333333333333333,23.0,14,1.6428571428571428
2013_15_KC_OAK,2013,15,2013-12-15,REG,KC,LV,56.0,31.0,0,50,0.54,5.722017712748645,,0.12,0.08,6,0.33879024745924957,0.44,33.375,8,36.666666666666664,3,11.0,0.7272727272727273,0.0,18.675076925124202,0.6923076923076923,72,0.1388888888888889,0.125,-0.04554363525856378,0.3611111111111111,49.0,13,3.769230769230769
2013_15_KC_OAK,2013,15,2013-12-15,REG,LV,KC,31.0,56.0,1,72,0.5416666666666666,-5.684131289990741,,0.1388888888888889,0.125,10,-0.04554363525856378,0.3611111111111111,34.166666666666664,6,39.666666666666664,3,7.0,0.5714285714285714,0.0,0.4916042356818845,0.4666666666666667,50,0.12,0.08,0.33879024745924957,0.44,31.0,13,2.3846153846153846
2013_15_NE_MIA,2013,15,2013-12-15,REG,NE,MIA,20.0,24.0,0,77,0.7142857142857143,6.492056806560196,,0.09090909090909091,0.06493506493506493,7,0.16202391535264707,0.4935064935064935,30.451612903225808,31,33.857142857142854,14,39.0,0.6153846153846154,0.0,6.463529974404012,0.5777777777777777,63,0.07936507936507936,0.06349206349206349,0.16446910915186322,0.4444444444444444,20.0,10,2.0
2013_15_NE_MIA,2013,15,2013-12-15,REG,MIA,NE,24.0,20.0,1,63,0.6507936507936508,5.0961149489694,,0.07936507936507936,0.06349206349206349,5,0.16446910915186322,0.4444444444444444,34.21212121212121,33,34.94444444444444,18,42.0,0.5,0.0,-3.9050111130165805,0.5625,77,0.09090909090909091,0.06493506493506493,0.16202391535264707,0.4935064935064935,24.0,10,2.4
2013_15_NO_STL,2013,15,2013-12-15,REG,NO,LA,16.0,27.0,0,81,0.7407407407407407,7.483600031344035,,0.07407407407407407,0.06172839506172839,6,0.09039747951835939,0.4691358024691358,30.428571428571427,7,36.0,2,9.0,0.7777777777777778,0.0,31.055322970603452,0.7777777777777778,52,0.09615384615384616,0.09615384615384616,0.20808287162635158,0.4423076923076923,16.0,10,1.6
2013_15_NO_STL,2013,15,2013-12-15,REG,LA,NO,27.0,16.0,1,52,0.38461538461538464,-12.778551421373685,,0.09615384615384616,0.09615384615384616,5,0.20808287162635158,0.4423076923076923,36.23076923076923,13,34.7,10,16.0,0.375,0.0,-16.09566225544583,0.3333333333333333,81,0.07407407407407407,0.06172839506172839,0.09039747951835939,0.4691358024691358,27.0,11,2.4545454545454546
2013_15_NYJ_CAR,2013,15,2013-12-15,REG,NYJ,CAR,20.0,30.0,0,59,0.5254237288135594,-12.967510795582784,,0.1016949152542373,0.05084745762711865,6,0.07857406315231148,0.4067796610169492,27.952380952380953,21,31.454545454545453,11,26.0,0.5384615384615384,0.5384615384615384,-6.691130567476694,0.4838709677419355,60,0.11666666666666667,0.06666666666666667,0.19272169637109407,0.4166666666666667,20.0,10,2.0
2013_15_NYJ_CAR,2013,15,2013-12-15,REG,CAR,NYJ,30.0,20.0,1,60,0.43333333333333335,-7.15657183191773,,0.11666666666666667,0.06666666666666667,7,0.19272169637109407,0.4166666666666667,35.18518518518518,27,39.8,15,34.0,0.47058823529411764,0.029411764705882353,-7.008181338052578,0.4722222222222222,59,0.1016949152542373,0.05084745762711865,0.07857406315231148,0.4067796610169492,23.0,9,2.5555555555555554
2013_15_PHI_MIN,2013,15,2013-12-15,REG,PHI,MIN,30.0,48.0,0,67,0.8059701492537313,13.601526435173643,,0.14925373134328357,0.11940298507462686,10,0.10098723704031412,0.4925373134328358,26.2,20,33.375,8,24.0,0.625,0.9583333333333334,5.534887270938522,0.6896551724137931,73,0.1232876712328767,0.0821917808219178,0.20352466083310766,0.4520547945205479,30.0,13,2.3076923076923075
2013_15_PHI_MIN,2013,15,2013-12-15,REG,MIN,PHI,48.0,30.0,1,73,0.5205479452054794,3.7198072662741413,,0.1232876712328767,0.0821917808219178,9,0.20352466083310766,0.4520547945205479,33.588235294117645,34,37.5625,16,40.0,0.55,0.0,1.6225072724516998,0.5789473684210527,67,0.14925373134328357,0.11940298507462686,0.10098723704031412,0.4925373134328358,48.0,12,4.0
2013_15_SEA_NYG,2013,15,2013-12-15,REG,SEA,NYG,23.0,0.0,0,67,0.4925373134328358,-1.2495858260866122,,0.1044776119402985,0.04477611940298507,7,-0.009874090334020631,0.40298507462686567,35.40909090909091,22,36.75,12,28.0,0.5357142857142857,0.0,-2.461946140469483,0.5357142857142857,53,0.018867924528301886,0.018867924528301886,-0.530133274116744,0.33962264150943394,23.0,13,1.7692307692307692
2013_15_SEA_NYG,2013,15,2013-12-15,REG,NYG,SEA,0.0,23.0,1,53,0.7358490566037735,4.786718279861942,,0.018867924528301886,0.018867924528301886,1,-0.530133274116744,0.33962264150943394,34.25,12,40.714285714285715,7,17.0,0.5882352941176471,0.0,1.1598954282776759,0.6111111111111112,67,0.1044776119402985,0.04477611940298507,-0.009874090334020631,0.40298507462686567,0.0,14,0.0
2013_15_SF_TB,2013,15,2013-12-15,REG,SF,TB,33.0,14.0,0,68,0.45588235294117646,-6.172830963034602,,0.14705882352941177,0.04411764705882353,10,0.13161097366421934,0.45588235294117646,33.38095238095238,21,35.75,12,27.0,0.4444444444444444,0.037037037037037035,-12.707923929118081,0.46153846153846156,49,0.061224489795918366,0.04081632653061224,-0.20039041529025167,0.3877551020408163,26.0,12,2.1666666666666665
2013_15_SF_TB,2013,15,2013-12-15,REG,TB,SF,14.0,33.0,1,49,0.7551020408163265,8.599821789864244,,0.061224489795918366,0.04081632653061224,3,-0.20039041529025167,0.3877551020408163,28.5,10,40.2,5,14.0,0.6428571428571429,0.0,5.8874413529632665,0.5555555555555556,68,0.14705882352941177,0.04411764705882353,0.13161097366421934,0.45588235294117646,14.0,11,1.2727272727272727
2013_15_WAS_ATL,2013,15,2013-12-15,REG,WAS,ATL,26.0,27.0,0,67,0.6865671641791045,3.115492207467372,,0.08955223880597014,0.07462686567164178,6,-0.115157130811498,0.5074626865671642,27.666666666666668,15,36.833333333333336,6,22.0,0.6818181818181818,0.0,7.727385128108559,0.6857142857142857,61,0.03278688524590164,0.0,-0.15948595088628156,0.4098360655737705,26.0,14,1.8571428571428572
2013_15_WAS_ATL,2013,15,2013-12-15,REG,ATL,WAS,27.0,26.0,1,61,0.6721311475409836,13.542884543984364,,0.03278688524590164,0.0,2,-0.15948595088628156,0.4098360655737705,33.32432432432432,37,38.07692307692308,13,48.0,0.6458333333333334,0.0,10.163344450723331,0.7045454545454546,67,0.08955223880597014,0.07462686567164178,-0.115157130811498,0.5074626865671642,27.0,15,1.8
2013_15_BAL_DET,2013,15,2013-12-16,REG,BAL,DET,18.0,16.0,0,60,0.65,4.350807910566849,,0.15,0.08333333333333333,9,-0.12816405900091354,0.31666666666666665,33.03225806451613,31,37.529411764705884,17,38.0,0.5526315789473685,0.10526315789473684,-2.5513368006974413,0.6136363636363636,63,0.09523809523809523,0.06349206349206349,0.03005277715872606,0.3968253968253968,18.0,12,1.5
2013_15_BAL_DET,2013,15,2013-12-16,REG,DET,BAL,16.0,18.0,1,63,0.5555555555555556,-5.7596475057613805,,0.09523809523809523,0.06349206349206349,6,0.03005277715872606,0.3968253968253968,37.3125,32,41.0,20,40.0,0.45,0.0,-12.613879138801725,0.5,60,0.15,0.08333333333333333,-0.12816405900091354,0.31666666666666665,16.0,11,1.4545454545454546
2013_16_ARI_SEA,2013,16,2013-12-22,REG,ARI,SEA,17.0,10.0,0,67,0.40298507462686567,-17.529516211093036,,0.07462686567164178,0.04477611940298507,5,-0.22876394554272506,0.2835820895522388,36.0,32,38.6,20,46.0,0.43478260869565216,0.0,-16.0974606065014,0.4489795918367347,51,0.0784313725490196,0.0392156862745098,-0.2795875335879231,0.3137254901960784,17.0,15,1.1333333333333333
2013_16_ARI_SEA,2013,16,2013-12-22,REG,SEA,ARI,10.0,17.0,1,51,0.6078431372549019,-0.8497759292396678,,0.0784313725490196,0.0392156862745098,4,-0.2795875335879231,0.3137254901960784,30.884615384615383,26,36.285714285714285,14,36.0,0.5555555555555556,0.0,-5.763301919373459,0.5609756097560976,67,0.07462686567164178,0.04477611940298507,-0.22876394554272506,0.2835820895522388,10.0,13,0.7692307692307693
2013_16_CHI_PHI,2013,16,2013-12-22,REG,CHI,PHI,11.0,54.0,0,62,0.6935483870967742,-0.9004968514730907,,0.08064516129032258,0.04838709677419355,5,-0.18033775673637195,0.3387096774193548,42.0,2,42.0,2,3.0,0.3333333333333333,0.0,-22.148449384184044,0.3333333333333333,61,0.2459016393442623,0.08196721311475409,0.46261527641812067,0.6065573770491803,11.0,11,1.0
2013_16_CHI_PHI,2013,16,2013-12-22,REG,PHI,CHI,54.0,11.0,1,61,0.4426229508196721,-3.632513397049856,,0.2459016393442623,0.08196721311475409,15,0.46261527641812067,0.6065573770491803,31.88888888888889,9,32.166666666666664,6,11.0,0.36363636363636365,0.6363636363636364,-9.981322551216037,0.3333333333333333,62,0.08064516129032258,0.04838709677419355,-0.18033775673637195,0.3387096774193548,45.0,11,4.090909090909091
2013_16_CLE_NYJ,2013,16,2013-12-22,REG,CLE,NYJ,13.0,24.0,0,64,0.671875,7.941062115361063,,0.078125,0.0625,5,-0.17506212954696493,0.390625,27.58974358974359,39,36.1875,16,46.0,0.6086956521739131,0.0,7.01858956001023,0.6122448979591837,73,0.0684931506849315,0.0547945205479452,0.1940865025132891,0.4383561643835616,13.0,9,1.4444444444444444
